 ,WTON,WTOF,PHOT,HROR
2022-01-01 00:00:00+00:00,0.229281098,0,0,0.548372408
2022-01-01 01:00:00+00:00,0.231733686,0,0,0.542964417
2022-01-01 02:00:00+00:00,0.22172593,0,0,0.533930576
2022-01-01 03:00:00+00:00,0.213111962,0,0,0.529918969
2022-01-01 04:00:00+00:00,0.210258585,0,0,0.526825201
2022-01-01 05:00:00+00:00,0.204384337,0,0,0.525834035
2022-01-01 06:00:00+00:00,0.200340558,0,0,0.524276927
2022-01-01 07:00:00+00:00,0.19879124,0,0.005021581,0.52387138
2022-01-01 08:00:00+00:00,0.202811092,0,0.127339029,0.523274218
2022-01-01 09:00:00+00:00,0.187030781,0,0.360337962,0.525093738
2022-01-01 10:00:00+00:00,0.176987134,0,0.464575286,0.525525999
2022-01-01 11:00:00+00:00,0.162391243,0,0.483470049,0.523573129
2022-01-01 12:00:00+00:00,0.15326283,0,0.48627873,0.52388743
2022-01-01 13:00:00+00:00,0.147711606,0,0.478825391,0.526745279
2022-01-01 14:00:00+00:00,0.166817866,0,0.432257217,0.530118169
2022-01-01 15:00:00+00:00,0.176370996,0,0.292893142,0.55100808
2022-01-01 16:00:00+00:00,0.192258981,0,0.07478873,0.597836737
2022-01-01 17:00:00+00:00,0.200286721,0,0,0.620856293
2022-01-01 18:00:00+00:00,0.219602348,0,0,0.586802645
2022-01-01 19:00:00+00:00,0.233073637,0,0,0.576171351
2022-01-01 20:00:00+00:00,0.244056446,0,0,0.567329566
2022-01-01 21:00:00+00:00,0.245898878,0,0,0.552873663
2022-01-01 22:00:00+00:00,0.236399585,0,0,0.54361072
2022-01-01 23:00:00+00:00,0.23019035,0,0,0.53255486
2022-01-02 00:00:00+00:00,0.228569249,0,0,0.530087498
2022-01-02 01:00:00+00:00,0.218417927,0,0,0.532692168
2022-01-02 02:00:00+00:00,0.213961395,0,0,0.530463033
2022-01-02 03:00:00+00:00,0.208954526,0,0,0.527400377
2022-01-02 04:00:00+00:00,0.206448101,0,0,0.528358893
2022-01-02 05:00:00+00:00,0.200932768,0,0,0.534838852
2022-01-02 06:00:00+00:00,0.192893065,0,0,0.531061844
2022-01-02 07:00:00+00:00,0.183495465,0,0.003708432,0.527674663
2022-01-02 08:00:00+00:00,0.171836698,0,0.103191668,0.52261945
2022-01-02 09:00:00+00:00,0.159914727,0,0.290023667,0.515987781
2022-01-02 10:00:00+00:00,0.144140398,0,0.406006385,0.514270609
2022-01-02 11:00:00+00:00,0.139019873,0,0.457498869,0.511659233
2022-01-02 12:00:00+00:00,0.135508485,0,0.46745692,0.517732106
2022-01-02 13:00:00+00:00,0.124106941,0,0.461268095,0.522672658
2022-01-02 14:00:00+00:00,0.116402225,0,0.431953247,0.525350764
2022-01-02 15:00:00+00:00,0.102607912,0,0.300990898,0.535800886
2022-01-02 16:00:00+00:00,0.095836376,0,0.077281282,0.547691036
2022-01-02 17:00:00+00:00,0.094562227,0,0,0.569102804
2022-01-02 18:00:00+00:00,0.093623065,0,0,0.615057045
2022-01-02 19:00:00+00:00,0.091637067,0,0,0.647654835
2022-01-02 20:00:00+00:00,0.093096656,0,0,0.641343294
2022-01-02 21:00:00+00:00,0.097738628,0,0,0.585623821
2022-01-02 22:00:00+00:00,0.10617912,0,0,0.569313988
2022-01-02 23:00:00+00:00,0.121127944,0,0,0.524671261
2022-01-03 00:00:00+00:00,0.123209653,0,0,0.510669056
2022-01-03 01:00:00+00:00,0.128964262,0,0,0.50708806
2022-01-03 02:00:00+00:00,0.131943259,0,0,0.505600761
2022-01-03 03:00:00+00:00,0.133558378,0,0,0.505866802
2022-01-03 04:00:00+00:00,0.139474499,0,0,0.504493614
2022-01-03 05:00:00+00:00,0.143847284,0,0,0.508340101
2022-01-03 06:00:00+00:00,0.157462139,0,0,0.532886202
2022-01-03 07:00:00+00:00,0.175946279,0,0.003975925,0.583870591
2022-01-03 08:00:00+00:00,0.1865283,0,0.11746609,0.589524395
2022-01-03 09:00:00+00:00,0.185648957,0,0.344871978,0.547759415
2022-01-03 10:00:00+00:00,0.183662959,0,0.461097872,0.53228761
